iso3,scenario,group,totalnets,pyp,pyplb,pypub,maxpyp,bestlabel,wrap_lbl,iso_a2,lifespan,bestq,target,country
NGA,520,5,1223895807,3853563919.7386894,3477937509.0350227,2291657167.595866,4139225688.2786217,"Mass campaign (pop/2) 
every 2 years","Mass campaign (pop/2)
every 2 years",NG,2.22,1,80,Nigeria
NGA,607,6,1373163633,3827368133.5664024,2093919962.1458962,2233552830.915014,3827368133.5664024,"Mass campaign (pop/1.8) 
every 2 years","Mass campaign (pop/1.8)
every 2 years",NG,2.22,1,80,Nigeria
RWA,107,1,61125383.625,162124666.4562532,149390636.130943,174185360.0989636,162124666.4562532,"Mass campaign (pop/1.8)
every 3 years","Mass campaign (pop/1.8)
every 3 years",RW,1.59,1,80,Rwanda
RWA,225,2,77077562.75,198474989.05825981,185861521.2001373,210083265.4947718,242094841.93580583,"Annual CD 
at pop x 25%",Annual CD at pop x 25%,RW,1.59,1,80,Rwanda
RWA,320,3,87400661.75,204105474.66173702,193719294.61328384,214054924.88634455,224552887.4280791,"CD between campaigns 
at pop x 20%","CD between campaigns at
pop x 20%",RW,1.59,1,80,Rwanda
RWA,406,4,146014115.25,213614214.53143397,47148448.294982366,60222139.39843447,225546660.24439874,"Mass campaign (pop/0.6) 
every 3 years","Mass campaign (pop/0.6)
every 3 years",RW,1.59,1,80,Rwanda
RWA,515,5,97101459.0625,224648130.28461778,217110571.28636897,120977621.40550461,249080235,"Mass campaign (pop/1.5) 
every 2 years","Mass campaign (pop/1.5)
every 2 years",RW,1.59,1,80,Rwanda
RWA,607,6,85899488.625,213382498.25351548,199181678.20210522,224923076.6819277,213382498.25351548,"Mass campaign (pop/1.8) 
every 2 years","Mass campaign (pop/1.8)
every 2 years",RW,1.59,1,80,Rwanda
SDN,107,1,211687459.75,738037365.2068342,627411235.458294,320093070.375731,738037365.2068342,"Mass campaign (pop/1.8)
every 3 years","Mass campaign (pop/1.8)
every 3 years",SD,2.91,1,80,Sudan
SDN,214,2,181774893,708103924.535405,576552015.1014748,824904353.3738554,913554669.8258799,"Annual CD 
at pop x 14%",Annual CD at pop x 14%,SD,2.91,1,80,Sudan
SDN,301,3,208062012.5,729408157.3184795,619489174.555293,313841176.7435865,794799196.3655479,"CD between campaigns 
at pop x 1%","CD between campaigns at
pop x 1%",SD,2.91,1,80,Sudan
SDN,415,4,233341051,773165611.096006,677863874.6318555,337858728.32829803,792707123.776731,"Mass campaign (pop/1.5) 
every 3 years","Mass campaign (pop/1.5)
every 3 years",SD,2.91,1,80,Sudan
SDN,520,5,264615039.5,862180791.775338,774201414.4694753,122289237.42080092,879125740.2651621,"Mass campaign (pop/2) 
every 2 years","Mass campaign (pop/2)
every 2 years",SD,2.91,1,80,Sudan
SDN,607,6,296889472,847883422.1414073,466163607.12614906,74600019.33908492,883160827.1550025,"Mass campaign (pop/1.8) 
every 2 years","Mass campaign (pop/1.8)
every 2 years",SD,2.91,1,80,Sudan
SEN,107,1,78459253.25,206877135.11162484,188335546.4260119,222238350.33518314,206877135.11162484,"Mass campaign (pop/1.8)
every 3 years","Mass campaign (pop/1.8)
every 3 years",SN,1.35,1,80,Senegal
SEN,224,2,95974508.1875,256852586.0778142,236645958.0420703,268096782.3771004,308457361.97070235,"Annual CD 
at pop x 24%",Annual CD at pop x 24%,SN,1.35,1,80,Senegal
SEN,320,3,112289517.875,256352882.47261745,239779030.4167325,265053295.44073632,282112727.45532966,"CD between campaigns 
at pop x 20%","CD between campaigns at
pop x 20%",SN,1.35,1,80,Senegal
SEN,404,4,271615743.875,278157569.1309128,58557279.89663383,80188822.21076287,291373362.93552285,"Mass campaign (pop/0.4) 
every 3 years","Mass campaign (pop/0.4)
every 3 years",SN,1.35,1,80,Senegal
SEN,515,5,124334901.0625,282228279.51154083,262516444.99371833,291599413.8856526,319415264,"Mass campaign (pop/1.5) 
every 2 years","Mass campaign (pop/1.5)
every 2 years",SN,1.35,1,80,Senegal
SEN,607,6,110000723,267160905.5341338,248005500.28304377,281240634.0933619,267160905.5341338,"Mass campaign (pop/1.8) 
every 2 years","Mass campaign (pop/1.8)
every 2 years",SN,1.35,1,80,Senegal
SLE,107,1,37816896.375,94920627.36791295,85339570.83780928,104794941.42759044,94920627.36791295,"Mass campaign (pop/1.8)
every 3 years","Mass campaign (pop/1.8)
every 3 years",SL,1.47,1,80,Sierra Leone
SLE,227,2,50459279.96875,121939481.95250222,111260842.07299975,133293874.78357172,162915408.08547312,"Annual CD 
at pop x 27%",Annual CD at pop x 27%,SL,1.47,1,80,Sierra Leone
SLE,323,3,56715036.40625,131601367.40375641,118891778.48469755,140765047.8397301,144809076.5611424,"CD between campaigns 
at pop x 23%","CD between campaigns at
pop x 23%",SL,1.47,1,80,Sierra Leone
SLE,404,4,130863047.09375,135938073.17223656,28843959.55484686,45475466.65003743,143996847.6670143,"Mass campaign (pop/0.4) 
every 3 years","Mass campaign (pop/0.4)
every 3 years",SL,1.47,1,80,Sierra Leone
SLE,514,5,63776502.03125,138986774.0705143,134904618.3197439,77415902.97955346,161702041.09181467,"Mass campaign (pop/1.4) 
every 2 years","Mass campaign (pop/1.4)
every 2 years",SL,1.47,1,80,Sierra Leone
SLE,607,6,53201213,129853871.24083138,116733389.38661584,140455642.05054587,129853871.24083138,"Mass campaign (pop/1.8) 
every 2 years","Mass campaign (pop/1.8)
every 2 years",SL,1.47,1,80,Sierra Leone
SOM,107,1,82183422.125,270398264.71153384,179504354.87671113,118235940.6467763,270398264.71153384,"Mass campaign (pop/1.8)
every 3 years","Mass campaign (pop/1.8)
every 3 years",SO,2.35,1,80,Somalia
SOM,214,2,70309530.375,273982609.56859446,166462203.43719584,304069838.2258233,326916385.5189048,"Annual CD 
at pop x 14%",Annual CD at pop x 14%,SO,2.35,1,80,Somalia
SOM,304,3,86628778.9375,275766889.85023135,187226429.8264342,119813868.46592136,303905570.5407381,"CD between campaigns 
at pop x 4%","CD between campaigns at
pop x 4%",SO,2.35,1,80,Somalia
SOM,415,4,90601840.4375,279720269.66229993,187127524.45618242,120717938.88961528,306090448.0341042,"Mass campaign (pop/1.5) 
every 3 years","Mass campaign (pop/1.5)
every 3 years",SO,2.35,1,80,Somalia
SOM,520,5,102360063.25,311302160.1383016,224367403.0073614,45874753.24703964,334094420,"Mass campaign (pop/2) 
every 2 years","Mass campaign (pop/2)
every 2 years",SO,2.35,1,80,Somalia
SOM,607,6,114847051.625,318459898.1176759,240607940.73173922,29076503.80934189,318459898.1176759,"Mass campaign (pop/1.8) 
every 2 years","Mass campaign (pop/1.8)
every 2 years",SO,2.35,1,80,Somalia
SSD,107,1,47365116.1875,96010057.45371738,90674686.0486564,101249516.42348419,96010057.45371738,"Mass campaign (pop/1.8)
every 3 years","Mass campaign (pop/1.8)
every 3 years",SS,1.02,1,80,South Sudan
SSD,236,2,78768283.3125,149995050.50282055,144446628.17641243,156894342.737557,185104068.73373342,"Annual CD 
at pop x 36%",Annual CD at pop x 36%,SS,1.02,1,80,South Sudan
SSD,336,3,85421099.4375,156939162.71163398,150281889.48995537,161815923.42555112,163059601.78344542,"CD between campaigns 
at pop x 36%","CD between campaigns at
pop x 36%",SS,1.02,1,80,South Sudan
SSD,509,5,118052592.125,174892315.8177082,76067341.92327881,83269811.82939453,201124108.21889153,"Mass campaign (pop/0.9) 
every 2 years","Mass campaign (pop/0.9)
every 2 years",SS,1.02,1,80,South Sudan
SSD,607,6,66759622.9375,133474551.97043452,127056058.85372528,140454527.0479655,133474551.97043452,"Mass campaign (pop/1.8) 
every 2 years","Mass campaign (pop/1.8)
every 2 years",SS,1.02,1,80,South Sudan
TCD,107,1,82717028.375,168215157.5326465,158080702.39753413,180283419.46925974,168215157.5326465,"Mass campaign (pop/1.8)
every 3 years","Mass campaign (pop/1.8)
every 3 years",TD,1.03,1,80,Chad
TCD,236,2,137299986.375,262695228.8437969,251686759.14337882,278957313.5599474,323617361.5024571,"Annual CD 
at pop x 36%",Annual CD at pop x 36%,TD,1.03,1,80,Chad
TCD,335,3,147923492.4375,273386244.2430306,260849495.25282228,285959059.74613893,288175399.6667731,"CD between campaigns 
at pop x 35%","CD between campaigns at
pop x 35%",TD,1.03,1,80,Chad
TCD,509,5,204294035.875,305094390.3080223,131517530.63892592,149393491.95557135,350590954.28360134,"Mass campaign (pop/0.9) 
every 2 years","Mass campaign (pop/0.9)
every 2 years",TD,1.03,1,80,Chad
TCD,607,6,115597341,231969018.15288723,220012790.08138573,247834775.08607435,231969018.15288723,"Mass campaign (pop/1.8) 
every 2 years","Mass campaign (pop/1.8)
every 2 years",TD,1.03,1,80,Chad
TGO,107,1,39404708.125,127493436.76015006,118641071.16858308,134776113.63341573,127493436.76015006,"Mass campaign (pop/1.8)
every 3 years","Mass campaign (pop/1.8)
every 3 years",TG,2.42,1,80,Togo
TGO,216,2,36771266.75,128401426.55485618,117382545.89860329,136398968.78793296,156011087.9666719,"Annual CD 
at pop x 16%",Annual CD at pop x 16%,TG,2.42,1,80,Togo
TGO,308,3,45220458.1875,134981571.17025328,129940050.58040239,98167798.71598297,144456131.86941114,"CD between campaigns 
at pop x 8%","CD between campaigns at
pop x 8%",TG,2.42,1,80,Togo
TGO,412,4,51882213.625,138893572.80216634,92977502.11888775,57428899.85093391,145937093.82926345,"Mass campaign (pop/1.2) 
every 3 years","Mass campaign (pop/1.2)
every 3 years",TG,2.42,1,80,Togo
TGO,520,5,49334060.9375,148832620.01375124,143928979.05790955,91408914.5695987,160745829.1984832,"Mass campaign (pop/2) 
every 2 years","Mass campaign (pop/2)
every 2 years",TG,2.42,1,80,Togo
TGO,607,6,55350797.375,153995707.87617326,77981292.93355118,87597712.10836495,153995707.87617326,"Mass campaign (pop/1.8) 
every 2 years","Mass campaign (pop/1.8)
every 2 years",TG,2.42,1,80,Togo
TZA,107,1,302430860,925421755.589458,842994800.9456438,1007765689.355804,925421755.589458,"Mass campaign (pop/1.8)
every 3 years","Mass campaign (pop/1.8)
every 3 years",TZ,2.15,1,80,Tanzania
TZA,218,2,303231423,975914791.0968928,874832999.6503828,1053890557.8873372,1205464215.518448,"Annual CD 
at pop x 18%",Annual CD at pop x 18%,TZ,2.15,1,80,Tanzania
TZA,311,3,368818039,1031460088.0198452,962058684.6378152,756499705.489199,1112332297.4206288,"CD between campaigns 
at pop x 11%","CD between campaigns at
pop x 11%",TZ,2.15,1,80,Tanzania
TZA,410,4,463193862.25,1070545348.5888491,642850982.5429637,308536544.7397287,1120224353.525036,"Mass campaign (pop/1) 
every 3 years","Mass campaign (pop/1)
every 3 years",TZ,2.15,1,80,Tanzania
TZA,520,5,377123729.75,1108274062.8821218,1020691843.0349215,676759670.5671115,1233701644.4399962,"Mass campaign (pop/2) 
every 2 years","Mass campaign (pop/2)
every 2 years",TZ,2.15,1,80,Tanzania
TZA,607,6,423126458,1146607788.0290642,1103477277.9172726,647953120.5964241,1146607788.0290642,"Mass campaign (pop/1.8) 
every 2 years","Mass campaign (pop/1.8)
every 2 years",TZ,2.15,1,80,Tanzania
UGA,107,1,215964895.5,584105348.6766022,541221699.5994878,628888261.9744487,584105348.6766022,"Mass campaign (pop/1.8)
every 3 years","Mass campaign (pop/1.8)
every 3 years",UG,1.66,1,80,Uganda
UGA,224,2,263898449.75,700780785.6705363,652919838.5708114,741152162.901314,859275424.610778,"Annual CD 
at pop x 24%",Annual CD at pop x 24%,UG,1.66,1,80,Uganda
UGA,318,3,299018683.5,720940169.6608881,684913604.18817,756587447.23421,795580460.6056507,"CD between campaigns 
at pop x 18%","CD between campaigns at
pop x 18%",UG,1.66,1,80,Uganda
UGA,406,4,516116932.5,764324270.455795,178381214.54142305,219903046.56872964,805236675.5825162,"Mass campaign (pop/0.6) 
every 3 years","Mass campaign (pop/0.6)
every 3 years",UG,1.66,1,80,Uganda
UGA,516,5,323701781.25,794480156.5655646,753053823.7107112,471486216.9866855,883255590.9750322,"Mass campaign (pop/1.6) 
every 2 years","Mass campaign (pop/1.6)
every 2 years",UG,1.66,1,80,Uganda
UGA,607,6,302376890,763072971.7849147,717222365.2659292,803358702.2357717,763072971.7849147,"Mass campaign (pop/1.8) 
every 2 years","Mass campaign (pop/1.8)
every 2 years",UG,1.66,1,80,Uganda
ZMB,107,1,91383702.375,219001425.7913528,198505419.03050023,240237127.11959517,219001425.7913528,"Mass campaign (pop/1.8)
every 3 years","Mass campaign (pop/1.8)
every 3 years",ZM,1.32,1,80,Zambia
ZMB,232,2,138399319.5,303928732.5588957,285798695.06273633,324069241.1942444,361684723.9343666,"Annual CD 
at pop x 32%",Annual CD at pop x 32%,ZM,1.32,1,80,Zambia
ZMB,330,3,152412868.375,310256650.37987125,293512384.5795129,326289691.69294953,330154668.73033965,"CD between campaigns 
at pop x 30%","CD between campaigns at
pop x 30%",ZM,1.32,1,80,Zambia
ZMB,403,4,414431617.125,323662612.3602455,68185031.56203537,99536584.12105688,337902120.0895482,"Mass campaign (pop/0.3) 
every 3 years","Mass campaign (pop/0.3)
every 3 years",ZM,1.32,1,80,Zambia
ZMB,511,5,189194449.125,344957565.6757355,169331022.8912272,192025002.34397033,372110585.7357467,"Mass campaign (pop/1.1) 
every 2 years","Mass campaign (pop/1.1)
every 2 years",ZM,1.32,1,80,Zambia
ZMB,607,6,128014257.625,291630554.39559203,269941132.33760893,316428114.89864045,291630554.39559203,"Mass campaign (pop/1.8) 
every 2 years","Mass campaign (pop/1.8)
every 2 years",ZM,1.32,1,80,Zambia
ZWE,107,1,71807920.125,241923654.6824435,218287202.96462804,52171514.81567279,241923654.6824435,"Mass campaign (pop/1.8)
every 3 years","Mass campaign (pop/1.8)
every 3 years",ZW,2.79,1,80,Zimbabwe
ZWE,214,2,61889316.4375,236960602.63043672,204975334.17456874,57446562.72187416,285214586.43059576,"Annual CD 
at pop x 14%",Annual CD at pop x 14%,ZW,2.79,1,80,Zimbabwe
ZWE,305,3,77317985.5,249234918.03951812,229361263.17846745,51694214.2791166,263069245.03362742,"CD between campaigns 
at pop x 5%","CD between campaigns at
pop x 5%",ZW,2.79,1,80,Zimbabwe
ZWE,414,4,83540923.0625,254669617.10576552,158429411.8255956,54756384.032303564,265030638.83143076,"Mass campaign (pop/1.4) 
every 3 years","Mass campaign (pop/1.4)
every 3 years",ZW,2.79,1,80,Zimbabwe
ZWE,520,5,90047423.25,280813897.4610268,265136349.83206257,25330283.99811539,292884973.43853194,"Mass campaign (pop/2) 
every 2 years","Mass campaign (pop/2)
every 2 years",ZW,2.79,1,80,Zimbabwe
ZWE,607,6,101028641.25,286385052.77904475,144057282.47279572,26653596.46550171,288231923.2530313,"Mass campaign (pop/1.8) 
every 2 years","Mass campaign (pop/1.8)
every 2 years",ZW,2.79,1,80,Zimbabwe
AGO,107,1,165539165.75,358730764.5771038,322957691.18363714,404653585.5588731,358730764.5771038,"Mass campaign (pop/1.8)
every 3 years","Mass campaign (pop/1.8)
every 3 years",AO,1.1,1,90,Angola
AGO,243,2,317133852.5,586020908.0536013,551598811.8769274,630726288.5191636,627742190.0427556,"Annual CD 
at pop x 43%",Annual CD at pop x 43%,AO,1.1,1,90,Angola
AGO,401,4,2172082833.875,605270806.7345719,126293001.15899163,8402194.640389234,605270806.7345719,"Mass campaign (pop/0.1) 
every 3 years","Mass campaign (pop/0.1)
every 3 years",AO,1.1,1,90,Angola
AGO,508,5,455053829.75,639146750.7299907,283303637.10878426,338573546.36343795,673018474,"Mass campaign (pop/0.8) 
every 2 years","Mass campaign (pop/0.8)
every 2 years",AO,1.1,1,90,Angola
AGO,607,6,231410279,486296561.46768075,448211339.4340641,536205458.53740793,486296561.46768075,"Mass campaign (pop/1.8) 
every 2 years","Mass campaign (pop/1.8)
every 2 years",AO,1.1,1,90,Angola
BDI,107,1,58622744.625,139819937.10473177,123535842.0189285,156112561.41064352,139819937.10473177,"Mass campaign (pop/1.8)
every 3 years","Mass campaign (pop/1.8)
every 3 years",BI,1.31,1,90,Burundi
BDI,237,2,99495697.75,207062546.43357003,191680167.73939982,221421981.63012373,231946749.97968248,"Annual CD 
at pop x 37%",Annual CD at pop x 37%,BI,1.31,1,90,Burundi
BDI,336,3,106057122.875,207329221.6663532,193258575.0746637,153121958.5943651,211332874.48542607,"CD between campaigns 
at pop x 36%","CD between campaigns at
pop x 36%",BI,1.31,1,90,Burundi
BDI,402,4,391592999.125,218285232.4704038,46464804.82746574,3061820.169840155,218285232.4704038,"Mass campaign (pop/0.2) 
every 3 years","Mass campaign (pop/0.2)
every 3 years",BI,1.31,1,90,Burundi
BDI,509,5,145228057.8125,231161796.8178244,102722670.57429071,122493052.79097572,238617045,"Mass campaign (pop/0.9) 
every 2 years","Mass campaign (pop/0.9)
every 2 years",BI,1.31,1,90,Burundi
BDI,607,6,82158710.9375,186813131.7189935,169477262.9550538,204677474.24187922,186813131.7189935,"Mass campaign (pop/1.8) 
every 2 years","Mass campaign (pop/1.8)
every 2 years",BI,1.31,1,90,Burundi
BEN,107,1,60781109.9375,127202130.14394864,116023646.57770514,139874099.2172728,127202130.14394864,"Mass campaign (pop/1.8)
every 3 years","Mass campaign (pop/1.8)
every 3 years",BJ,1.07,1,90,Benin
BEN,241,2,112019176.1875,213068718.1468374,198677340.13507643,228103031.02334625,243862461.64472458,"Annual CD 
at pop x 41%",Annual CD at pop x 41%,BJ,1.07,1,90,Benin
BEN,340,3,115706617.5625,215391556.63355526,201030734.66949642,228312612.6943637,215391556.63355526,"CD between campaigns 
at pop x 40%","CD between campaigns at
pop x 40%",BJ,1.07,1,90,Benin
BEN,401,4,797210098,219471791.43016523,46491648.88890775,2988192.8717331216,219471791.43016523,"Mass campaign (pop/0.1) 
every 3 years","Mass campaign (pop/0.1)
every 3 years",BJ,1.07,1,90,Benin
BEN,508,5,167516154.8125,236886638.503695,104323107.69486785,125689877.6340306,263861627.39689964,"Mass campaign (pop/0.8) 
every 2 years","Mass campaign (pop/0.8)
every 2 years",BJ,1.07,1,90,Benin
BEN,607,6,85171204.125,175286862.25713566,161908569.40128288,191301286.89758548,175286862.25713566,"Mass campaign (pop/1.8) 
every 2 years","Mass campaign (pop/1.8)
every 2 years",BJ,1.07,1,90,Benin
BFA,107,1,102288769.5,267870693.17781657,240522158.88551092,295279850.9684472,267870693.17781657,"Mass campaign (pop/1.8)
every 3 years","Mass campaign (pop/1.8)
every 3 years",BF,1.58,1,90,Burkina Faso
BFA,231,2,151239818,370807986.5307658,336372992.3455618,400613660.75835156,438063716.12277704,"Annual CD 
at pop x 31%",Annual CD at pop x 31%,BF,1.58,1,90,Burkina Faso
BFA,328,3,165663544.5,375831704.9595208,352391785.8099263,286018101.7689858,392680202.74950504,"CD between campaigns 
at pop x 28%","CD between campaigns at
pop x 28%",BF,1.58,1,90,Burkina Faso
BFA,404,4,354097211.25,381890570.9535013,90339638.31675835,5432079.241258087,381890570.9535013,"Mass campaign (pop/0.4) 
every 3 years","Mass campaign (pop/0.4)
every 3 years",BF,1.58,1,90,Burkina Faso
BFA,512,5,196468618.75,405404631.97567266,197747634.84473678,238355554.21075282,430696909.63764894,"Mass campaign (pop/1.2) 
every 2 years","Mass campaign (pop/1.2)
every 2 years",BF,1.58,1,90,Burkina Faso
BFA,607,6,143473458.75,364093261.10739017,329763304.02577746,393559191.1060463,364093261.10739017,"Mass campaign (pop/1.8) 
every 2 years","Mass campaign (pop/1.8)
every 2 years",BF,1.58,1,90,Burkina Faso
CAF,107,1,26145262.34375,76145561.06509098,65287074.36295284,85882769.196545,76145561.06509098,"Mass campaign (pop/1.8)
every 3 years","Mass campaign (pop/1.8)
every 3 years",CF,1.9,1,90,Central African Republic
CAF,225,2,32924101.875,92484265.54190095,80518625.29867484,103521654.7334272,113152690.03198813,"Annual CD 
at pop x 25%",Annual CD at pop x 25%,CF,1.9,1,90,Central African Republic
CAF,407,4,54465623.96875,94742255.29235694,19791662.379279252,31656136.547383882,97413134.40943833,"Mass campaign (pop/0.7) 
every 3 years","Mass campaign (pop/0.7)
every 3 years",CF,1.9,1,90,Central African Republic
CAF,515,5,41334336.65625,101446608.81443886,97258442.09935807,61334885.673137896,110380621.13099732,"Mass campaign (pop/1.5) 
every 2 years","Mass campaign (pop/1.5)
every 2 years",CF,1.9,1,90,Central African Republic
CAF,607,6,36572788.5625,102567926.54013534,88453558.12493843,56397598.293423235,102567926.54013534,"Mass campaign (pop/1.8) 
every 2 years","Mass campaign (pop/1.8)
every 2 years",CF,1.9,1,90,Central African Republic
CIV,107,1,127157673.375,345557290.95154965,311784909.38317543,378327725.74373806,345557290.95154965,"Mass campaign (pop/1.8)
every 3 years","Mass campaign (pop/1.8)
every 3 years",CI,1.69,1,90,Côte d’Ivoire
CIV,230,2,183408615,470097971.96779585,426262194.18443525,502376585.7486345,545231166.12905,"Annual CD 
at pop x 30%",Annual CD at pop x 30%,CI,1.69,1,90,Côte d’Ivoire
CIV,326,3,199946303.375,471505359.228188,444979629.38474613,197580661.98167855,484943630.0408198,"CD between campaigns 
at pop x 26%","CD between campaigns at
pop x 26%",CI,1.69,1,90,Côte d’Ivoire
CIV,405,4,358349539.875,469493771.5647419,111120972.47882754,157260550.8495324,469874647.25403106,"Mass campaign (pop/0.5) 
every 3 years","Mass campaign (pop/0.5)
every 3 years",CI,1.69,1,90,Côte d’Ivoire
CIV,513,5,227863479.75,500109968.11434734,242526044.83624586,292020612.2529668,549668684.0288997,"Mass campaign (pop/1.3) 
every 2 years","Mass campaign (pop/1.3)
every 2 years",CI,1.69,1,90,Côte d’Ivoire
CIV,607,6,178376135.5,467616850.76569617,423989677.7145173,501807070.70112216,467616850.76569617,"Mass campaign (pop/1.8) 
every 2 years","Mass campaign (pop/1.8)
every 2 years",CI,1.69,1,90,Côte d’Ivoire
CMR,107,1,126408307.375,471752517.5143171,310471146.6799209,191399636.51611128,471752517.5143171,"Mass campaign (pop/1.8)
every 3 years","Mass campaign (pop/1.8)
every 3 years",CM,3.49,1,90,Cameroon
CMR,215,2,113143902.625,479937771.4664545,445005559.034248,506834214.0044282,541987923.7979233,"Annual CD 
at pop x 15%",Annual CD at pop x 15%,CM,3.49,1,90,Cameroon
CMR,309,3,148103199.875,461630158.7199126,189981002.89526898,89250662.03763023,472245944.5982481,"CD between campaigns 
at pop x 9%","CD between campaigns at
pop x 9%",CM,3.49,1,90,Cameroon
CMR,413,4,156025650.25,481946118.9677036,192281054.21029162,96799215.21420036,481946118.9677036,"Mass campaign (pop/1.3) 
every 3 years","Mass campaign (pop/1.3)
every 3 years",CM,3.49,1,90,Cameroon
CMR,520,5,157978225.375,502423246.48240715,66520477.041550525,72849343.49331582,520196723.1660956,"Mass campaign (pop/2) 
every 2 years","Mass campaign (pop/2)
every 2 years",CM,3.49,1,90,Cameroon
CMR,607,6,177246750.5,503841803.3346275,41167628.94734001,44454416.340245284,505827194.67042536,"Mass campaign (pop/1.8) 
every 2 years","Mass campaign (pop/1.8)
every 2 years",CM,3.49,1,90,Cameroon
COD,107,1,468411759.5,1150868665.0151508,974321201.3717858,1292712966.3907335,1150868665.0151508,"Mass campaign (pop/1.8)
every 3 years","Mass campaign (pop/1.8)
every 3 years",CD,1.41,1,90,Congo - Kinshasa
COD,233,2,726008735,1658422379.6580136,1431763669.8067338,1822112366.2671452,2025356775.4393787,"Annual CD 
at pop x 33%",Annual CD at pop x 33%,CD,1.41,1,90,Congo - Kinshasa
COD,403,4,2125287690,1736184896.5067258,294399908.608182,23524564.522422712,1736184896.5067258,"Mass campaign (pop/0.3) 
every 3 years","Mass campaign (pop/0.3)
every 3 years",CD,1.41,1,90,Congo - Kinshasa
COD,511,5,965956415.5,1831503400.9383738,834482164.337246,1096537371.2980442,1953235589.9815,"Mass campaign (pop/1.1) 
every 2 years","Mass campaign (pop/1.1)
every 2 years",CD,1.41,1,90,Congo - Kinshasa
COD,607,6,653749552,1552882823.4566479,1344155303.5636532,1725480082.5915372,1552882823.4566479,"Mass campaign (pop/1.8) 
every 2 years","Mass campaign (pop/1.8)
every 2 years",CD,1.41,1,90,Congo - Kinshasa
COG,107,1,26564458.1875,90404613.97092499,81560381.885006,38612681.73785206,90404613.97092499,"Mass campaign (pop/1.8)
every 3 years","Mass campaign (pop/1.8)
every 3 years",CG,2.91,1,90,Congo - Brazzaville
COG,218,2,26727516.75,96497478.52724485,85704895.40704818,106995589.69624949,105959640.04384011,"Annual CD 
at pop x 18%",Annual CD at pop x 18%,CG,2.91,1,90,Congo - Brazzaville
COG,315,3,34861361.9375,96494164.0065307,66024640.66542504,19081521.834205568,97414029.53460939,"CD between campaigns 
at pop x 15%","CD between campaigns at
pop x 15%",CG,2.91,1,90,Congo - Brazzaville
COG,411,4,37564884.46875,97472797.19118989,30205057.599422697,7900448.117789402,98231350.88745745,"Mass campaign (pop/1.1) 
every 3 years","Mass campaign (pop/1.1)
every 3 years",CG,2.91,1,90,Congo - Brazzaville
COG,520,5,33262440.03125,104630202.77747977,62152405.76574287,15377789.821778564,108280486.02904388,"Mass campaign (pop/2) 
every 2 years","Mass campaign (pop/2)
every 2 years",CG,2.91,1,90,Congo - Brazzaville
COG,607,6,37319080.53125,105989810.83479515,53914579.952786945,9608203.157702025,106486544.502199,"Mass campaign (pop/1.8) 
every 2 years","Mass campaign (pop/1.8)
every 2 years",CG,2.91,1,90,Congo - Brazzaville
COM,107,1,3610741.21875,11250361.454970285,9845153.84656309,12265655.089809744,11250361.454970285,"Mass campaign (pop/1.8)
every 3 years","Mass campaign (pop/1.8)
every 3 years",KM,2.13,1,90,Comoros
COM,223,2,4298104.09375,13125057.39551079,11517697.846542891,14186047.858660739,15587009.27656242,"Annual CD 
at pop x 23%",Annual CD at pop x 23%,KM,2.13,1,90,Comoros
COM,338,3,6679673.6171875,13177057.675885469,1759331.6265552617,938626.3381343079,13569717.428871231,"CD between campaigns 
at pop x 38%","CD between campaigns at
pop x 38%",KM,2.13,1,90,Comoros
COM,408,4,6687556.9296875,13214836.97388817,3133304.1402624613,4309734.876998596,13563391.58340378,"Mass campaign (pop/0.8) 
every 3 years","Mass campaign (pop/0.8)
every 3 years",KM,2.13,1,90,Comoros
COM,517,5,5181936.45703125,14064017.936984787,13549173.63190407,8223307.955549011,15107520.023690263,"Mass campaign (pop/1.7) 
every 2 years","Mass campaign (pop/1.7)
every 2 years",KM,2.13,1,90,Comoros
COM,607,6,5090510.57421875,13977887.941877136,13361862.099377591,8145109.286343613,13977887.941877136,"Mass campaign (pop/1.8) 
every 2 years","Mass campaign (pop/1.8)
every 2 years",KM,2.13,1,90,Comoros
DJI,107,1,4727260.265625,9775995.391051073,9086104.19616129,10655263.975271741,9775995.391051073,"Mass campaign (pop/1.8)
every 3 years","Mass campaign (pop/1.8)
every 3 years",DJ,1.05,1,90,Djibouti
DJI,242,2,8889608.359375,16723336.752180098,15756448.892769586,17719948.474146917,18779497.754847948,"Annual CD 
at pop x 42%",Annual CD at pop x 42%,DJ,1.05,1,90,Djibouti
DJI,507,5,14867615.40625,19297988.304333113,8946102.91500084,10475283.782784728,20479851.61159546,"Mass campaign (pop/0.7) 
every 2 years","Mass campaign (pop/0.7)
every 2 years",DJ,1.05,1,90,Djibouti
DJI,607,6,6683253.5390625,13563810.042565802,12767085.183427429,14718447.621735916,13563810.042565802,"Mass campaign (pop/1.8) 
every 2 years","Mass campaign (pop/1.8)
every 2 years",DJ,1.05,1,90,Djibouti
ERI,107,1,16086313.609375,56008557.931039155,48005121.93656487,23887276.588347856,56008557.931039155,"Mass campaign (pop/1.8)
every 3 years","Mass campaign (pop/1.8)
every 3 years",ER,3.01,1,90,Eritrea
ERI,217,2,15635486.40625,59136303.739151984,51765302.84576233,62656805.89401633,64324417.01426971,"Annual CD 
at pop x 17%",Annual CD at pop x 17%,ER,3.01,1,90,Eritrea
